SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
,사립,4,전라남도 나주시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,25262420,3205000,0,184117210,18140250,S140000173,4129872370,Q100000001,15,일반고등학교,N,광남고등학교
고,사립,4,전라남도 광양시,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,54559703,33861336,0,5624034620,1690135754,S140000177,2701607630,Q100000001,15,자율고등학교,N,광양제철고등학교
,사립,4,전라남도 나주시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,1768004230,4591709,0,192873550,106094350,S140000182,5984276750,Q100000001,15,일반고등학교,N,금성고등학교
,사립,4,전라남도 나주시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,68078800,53394555,0,203046065,294697323,S140000185,7370595690,Q100000001,15,특성화고등학교,N,나주공업고등학교
고,사립,4,전라남도 화순군,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,69212080,8589350,0,1410213860,527662400,S140000188,6828891680,Q100000001,15,일반고등학교,N,능주고등학교
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,29335090,4812220,0,494721600,229506690,S140000199,7326653220,Q100000001,15,일반고등학교,N,목포덕인고등학교
고,사립,4,전라남도 목포시,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,43474970,15976560,0,425577400,7890000,S140000200,6214711160,Q100000001,15,일반고등학교,N,목포마리아회고등학교
고,사립,4,전라남도 목포시,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,165030386,13875462,0,31257500,10500000,S140000202,5563260480,Q100000001,15,특성화고등학교,N,목포성신고등학교
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,71088300,11626189,0,105832910,11246630,S140000204,7302798860,Q100000001,15,특성화고등학교,N,목포중앙고등학교
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,215460294,46931880,0,393779110,18930420,S140000206,11544482950,Q100000001,15,특성화고등학교,N,목포여자상업고등학교
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,23140430,24720930,0,523753320,238673200,S140000208,7384577790,Q100000001,15,일반고등학교,N,목포정명여자고등학교
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,410128580,6855540,0,410730170,302382230,S140000211,7612857220,Q100000001,15,일반고등학교,N,목포혜인여자고등학교
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,36078390,7328320,0,938635380,100000,S140000212,7233562930,Q100000001,15,일반고등학교,N,목포홍일고등학교
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,1241410030,42602010,0,241657010,345505520,S140000215,10130620170,Q100000001,15,일반고등학교,N,문태고등학교
,사립,4,전라남도 무안군,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,165727110,8977730,0,218292550,22208000,S140000217,7676683710,Q100000001,15,일반고등학교,N,백제고등학교
,사립,4,전라남도 보성군,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,15830760,3808650,0,339336380,56920080,S140000219,6619063970,Q100000001,15,일반고등학교,N,벌교고등학교
,사립,4,전라남도 보성군,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,20576900,845350,0,11906350,1584000,S140000221,1951923990,Q100000001,15,일반고등학교,N,벌교여자고등학교
,사립,4,전라남도 순천시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,33459066,12977258,0,322754160,25814010,S140000241,7858477350,Q100000001,15,일반고등학교,N,순천강남여자고등학교
,사립,4,전라남도 순천시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,516985400,4833320,0,424461970,6578000,S140000245,8390160420,Q100000001,15,일반고등학교,N,순천금당고등학교
고,사립,4,전라남도 순천시,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,581908150,9887900,0,528172090,24231320,S140000246,9525261280,Q100000001,15,일반고등학교,N,순천매산고등학교
고,사립,4,전라남도 순천시,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,1203933060,7988561,0,457675800,8711850,S140000247,7701057180,Q100000001,15,일반고등학교,N,순천매산여자고등학교
,사립,4,전라남도 순천시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,118482433,37657973,0,80693160,10407640,S140000253,9193498360,Q100000001,15,특성화고등학교,N,순천청암고등학교
,사립,4,전라남도 순천시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,369760813,39206889,0,170518680,37395000,S140000254,9664509610,Q100000001,15,특성화고등학교,N,순천효산고등학교
,사립,4,전라남도 순천시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,580342160,33393100,0,1130455330,21922190,S140000255,9814327080,Q100000001,15,일반고등학교,N,순천효천고등학교
고,사립,4,전라남도 여수시,4.0,전라남도교육청,전라남도교육청,Q100000001,N,미지정,결산세입,449183750,19094740,0,123775260,388047650,S140000263,11679664720,Q100000001,15,특성화고등학교,N,여수공업고등학교
,사립,4,전라남도 여수시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,55156740,32515840,0,150812420,146536800,S140000267,11311853210,Q100000001,15,특성화고등학교,N,여수정보과학고등학교
고,사립,4,전라남도 여수시,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,74871930,7885050,0,132487620,152048400,S140000268,7326990880,Q100000001,15,일반고등학교,N,여수중앙여자고등학교
,사립,4,전라남도 여수시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,24913750,7522340,0,208063950,16045000,S140000270,5009808440,Q100000001,15,일반고등학교,N,여양고등학교
고,사립,4,전라남도 영광군,4.0,전라남도교육청,전라남도교육청,Q100000001,N,미지정,결산세입,172906450,2955320,0,120144410,15295000,S140000280,2804732900,Q100000001,15,특성화고등학교,N,영산성지고등학교
고,사립,4,전라남도 나주시,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,5589171957,9602835,0,317197750,50000000,S140000282,5286013650,Q100000001,15,일반고등학교,N,영산고등학교
,사립,4,전라남도 영암군,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,682053390,7622680,0,234135360,95394000,S140000287,4290325520,Q100000001,15,일반고등학교,N,영암여자고등학교
고,사립,4,전라남도 목포시,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,29671872,11397678,0,537492080,22400000,S140000288,6291653940,Q100000001,15,일반고등학교,N,영흥고등학교
,사립,4,전라남도 보성군,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,3599455960,5731830,0,124738100,66668000,S140000289,4063554980,Q100000001,15,일반고등학교,N,예당고등학교
고,사립,4,전라남도 곡성군,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,458432650,9579250,0,198573860,27600000,S140000290,5460210320,Q100000001,15,일반고등학교,N,옥과고등학교
,사립,4,전라남도 장성군,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,34435570,46771470,0,1295164450,29669000,S140000295,6584735390,Q100000001,15,일반고등학교,N,장성고등학교
고,사립,4,전라남도 무안군,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,7958398210,5778950,0,1097554800,15951400,S140000303,5433870110,Q100000001,15,특수목적고등학교,N,전남예술고등학교
고,사립,4,전라남도 진도군,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,138529280,9308390,0,173699750,151274020,S140000312,6155807950,Q100000001,15,일반고등학교,N,진도고등학교
,사립,4,전라남도 여수시,,전라남도교육청,전라남도교육청,Q100000001,N,미지정,결산세입,32988220,9615590,0,110936460,166425010,S140000316,7727707880,Q100000001,15,특성화고등학교,N,진성여자고등학교
,사립,4,전라남도 담양군,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,66188650,29360550,0,2607359850,19072000,S140000317,8671491720,Q100000001,15,일반고등학교,N,창평고등학교
고,사립,4,전라남도 담양군,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,364210,40398400,0,675608000,4712000,S140000321,3812343430,Q100000001,15,특성화고등학교,N,한빛고등학교
,사립,4,전라남도 여수시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,56187380,15674160,0,224534570,35000000,S140000322,8257804150,Q100000001,15,일반고등학교,N,한영고등학교
,사립,4,전라남도 함평군,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,53524580,1810140,0,248604910,1500000,S140000323,4582905190,Q100000001,15,일반고등학교,N,함평고등학교
고,사립,4,전라남도 영광군,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,117424410,10446980,0,635940640,175968180,S140000330,8912504220,Q100000001,15,일반고등학교,N,해룡고등학교
,사립,4,전라남도 해남군,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,23088240,1677540,0,201206000,43619000,S140000337,2922455000,Q100000001,15,일반고등학교,N,화원고등학교
